79 18000 24
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.4 0.4 0.4 0.4 0.4 0.4 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 0.4 0.4 0.4
               01             81.0                     2000                10
               02             58.0                     2000                21
               03             58.0                     2000                10
               04             58.0                     2000                10
               05             58.0                     2000                21
               06             390.0                    2000                17
               07             427.0                    2000                18
               08             310.0                    2000                21
               09             214.0                    2000                21
               10             160.0                    2000                21
               11             176.0                    2000                20
               12             134.0                    2000                20
               13             148.0                    2000                20
               14             200.0                    2000                20
               15             40.0                     2000                20
               16             28.0                     2000                 6
               17             88.0                     2000                20
               18             308.0                    2000                20
               19             303.0                    2000                20
               20             333.0                    2000                20
               21             258.0                    2000                20
               22             320.0                    2000                20
               23             247.0                    2000                21
               24             352.0                    2000                20
               25             216.0                    2000                21
               26             602.0                    2000                20
               27             632.0                    2000                20
               28             483.5                    2000                20
               29             481.0                    2000                20
               30             164.0                    2000                21
               31             35.0                     2000                 8
               32             448.0                    2000                11
               33             560.0                    2000                11
               34             503.0                    2000                11
               35             503.0                    2000                11
               36             508.6                    2000                11
               37             491.5                    2000                11
               38             236.4                    2000                14
               39             242.3                    2000                14
               40             326.0                    2000                12
               41             148.0                    2000                20
               42             399.7                    2000                20
               43             393.0                    2000                20
               44             171.0                    2000                20
               45             324.0                    2000                18
               46             58.0                     2000                21
               47             400.0                    2000                21
               48             400.0                    2000                21
               49             400.0                    2000                21
               50             400.0                    2000                21
               51             69.0                     2000                21
               52             115.5                    2000                15
               53             111.7                    2000                15
               54             224.0                    2000                17
               55             224.0                    2000                17
               56             294.0                    2000                21
               57             355.0                    2000                21
               58             207.0                    2000                21
               59             300.0                    2000                19
               60             121.0                    2000                19
               61             166.5                    2000                19
               62             130.0                    2000                19
               63             216.0                    2000                19
               64             200.0                    2000                19
               65             233.0                    2000                19
               66             410.0                    2000                21
               67             360.0                    2000                21
               68             106.0                    2000                19
               69             371.0                    2000                20
               70             425.0                    2000                19
               71             215.0                    2000                19
               72             202.0                    2000                19
               73             230.0                    2000                19
               74             248.0                    2000                19
               75             190.8                    2000                19
               76             293.8                    2000                19
               77             123.0                    2000                19
               78             126.0                    2000                19
               79             06.5                     2000                 5
