ESCALANOMENTO DE PIVÔS - Modelo M1
----------------------------------

Número de pivôs (setores):
300

Vazão do Perímetro(rio) - m^3/h:
22000

Tabela:    Setor(Pivô) X     Demanda de água X  Demanda de Energia X   Tempo de irrigação --- (Setores de irrigação)
--------------------------------------------------------------------------------------------------------------------
              01             81.0                    2000                10
              02             58.0                    2000                21
              03             58.0                    2000                10
              04             58.0                    2000                10
              05             58.0                    2000                21
              06             390.0                   2000                17
              07             427.0                   2000                18
              08             310.0                   2000                21
              09             214.0                   2000                21
              10             160.0                   2000                21
              11             176.0                   2000                20
              12             134.0                   2000                20
              13             148.0                   2000                20
              14             200.0                   2000                20
              15             40.0                    2000                20
              16             28.0                    2000                6
              17             88.0                    2000                20
              18             308.0                   2000                20
              19             303.0                   2000                20
              20             333.0                   2000                20
              21             258.0                   2000                20
              22             320.0                   2000                20
              23             247.0                   2000                21
              24             352.0                   2000                20
              25             216.0                   2000                21
              26             602.0                   2000                20
              27             632.0                   2000                20
              28             483.5                   2000                20
              29             481.0                   2000                20
              30             164.0                   2000                21
              31             35.0                    2000                8
              32             448.0                   2000                11
              33             560.0                   2000                11
              34             503.0                   2000                11
              35             503.0                   2000                11
              36             508.6                   2000                11
              37             491.5                   2000                11
              38             236.4                   2000                14
              39             242.3                   2000                14
              40             326.0                   2000                12
              41             148.0                   2000                20
              42             399.7                   2000                20
              43             393.0                   2000                20
              44             171.0                   2000                20
              45             324.0                   2000                18
              46             58.0                    2000                21
              47             400.0                   2000                21
              48             400.0                   2000                21
              49             400.0                   2000                21
              50             400.0                   2000                21
              51             69.0                    2000                21
              52             115.5                   2000                15
              53             111.7                   2000                15
              54             224.0                   2000                17
              55             224.0                   2000                17
              56             294.0                   2000                21
              57             355.0                   2000                21
              58             207.0                   2000                21
              59             300.0                   2000                19
              60             121.0                   2000                19
              61             166.5                   2000                19
              62             130.0                   2000                19
              63             216.0                   2000                19
              64             200.0                   2000                19
              65             233.0                   2000                19
              66             410.0                   2000                21
              67             360.0                   2000                21
              68             106.0                   2000                19
              69             371.0                   2000                20
              70             425.0                   2000                19
              71             215.0                   2000                19
              72             202.0                   2000                19
              73             230.0                   2000                19
              74             248.0                   2000                19
              75             190.8                   2000                19
              76             293.8                   2000                19
              77             123.0                   2000                19
              78             126.0                   2000                19
              79             06.5                    2000                5
              80             81.0 									 2000                10
              81             81.0                    2000                10
              82             58.0                    2000                21
              83             58.0                    2000                10
              84             58.0                    2000                10
              85             58.0                    2000                21
              86             390.0                   2000                17
              87             427.0                   2000                18
              88             310.0                   2000                21
              89             214.0                   2000                21
              90             160.0                   2000                21
              91             176.0                   2000                20
              92             134.0                   2000                20
              93             148.0                   2000                20
              94             200.0                   2000                20
              95             40.0                    2000                20
              96             28.0                    2000                6
              97             88.0                    2000                20
              98             308.0                   2000                20
              99             303.0                   2000                20
              100             333.0                  2000                 2
              101             258.0                  2000                 2
              102             320.0                  2000                 2
              103             247.0                  2000                 2
              104             352.0                  2000                 2
              105             216.0                  2000                 2
              106             602.0                  2000                 2
              107             632.0                  2000                 2
              108             483.5                  2000                 2
              109             481.0                  2000                 2
              110             164.0                  2000                 2
              111            235.0                   2000                 8
              112             448.0                  2000                 1
              113             560.0                  2000                 1
              114             503.0                  2000                 1
              115             503.0                  2000                 1
              116             508.6                  2000                 1
              117             491.5                  2000                 1
              118             236.4                  2000                 1
              119             242.3                  2000                 1
              120             326.0                  2000                 1
              121             148.0                  2000                 2
              122             399.7                  2000                 2
              123             393.0                  2000                 2
              124             171.0                  2000                 2
              125             324.0                  2000                 1
              126             58.0                   2000                 2
              127             400.0                  2000                 2
              128             400.0                  2000                 2
              129             400.0                  2000                 2
              130             400.0                  2000                 2
              131             69.0                   2000                 2
              132             115.5                  2000                 1
              133             111.7                  2000                 1
              134             224.0                  2000                 1
              135             224.0                  2000                 1
              136             294.0                  2000                 2
              137             355.0                  2000                 2
              138             207.0                  2000                 2
              139             300.0                  2000                 1
              140             425.0                  2000                 1
              141             215.0                  2000                 1
              142             202.0                  2000                 1
              143             230.0                  2000                 1
              144             248.0                  2000                 1
              145             190.8                  2000                 1
              146             293.8                  2000                 1
              147             123.0                  2000                 1
              148             126.0                  2000                 1
              149            106.5                   2000                 5
              150            106.5                   2000                 5
              151             69.0                   2000                 2
              152             115.5                  2000                 1
              153             111.7                  2000                 1
              154             224.0                  2000                 1
              155             224.0                  2000                 1
              156             294.0                  2000                 2
              157             355.0                  2000                 2
              158             207.0                  2000                 2
              159             300.0                  2000                 1
              160             121.0                  2000                 1
              161             166.5                  2000                 1
              162             130.0                  2000                 1
              163             216.0                  2000                 1
              164             200.0                  2000                 1
              165             233.0                  2000                 1
              166             410.0                  2000                 2
              167             360.0                  2000                 2
              168             106.0                  2000                 1
              169             371.0                  2000                 2
              170             425.0                  2000                 1
              171             215.0                  2000                 1
              172             202.0                  2000                 1
              173             230.0                  2000                 1
              174             248.0                  2000                 1
              175             190.8                  2000                 1
              176             293.8                  2000                 1
              177             123.0                  2000                 1
              178             126.0                  2000                 1
              179            106.5                   2000                 5
              180             81.0                   2000                 1
              181             81.0                   2000                 1
              182             58.0                   2000                 2
              183             58.0                   2000                 1
              184             58.0                   2000                 1
              185             58.0                   2000                 2
              186             390.0                  2000                 1
              187             427.0                  2000                 1
              188             310.0                  2000                 2
              189             214.0                  2000                 2
              190             160.0                  2000                 2
              191             176.0                  2000                 2
              192             134.0                  2000                 2
              193             148.0                  2000                 2
              194             200.0                  2000                 2
              195             40.0                   2000                 2
              196            128.0                   2000                 6
              197             88.0                   2000                 2
              198             308.0                  2000                 2
              199             303.0                  2000                 2
              200             333.0                  2000                 2
              201             81.0                   2000                 1
              202             58.0                   2000                 2
              203             58.0                   2000                 1
              204             58.0                   2000                 1
              205             58.0                   2000                 2
              206             390.0                  2000                 1
              207             427.0                  2000                 1
              208             310.0                  2000                 2
              209             214.0                  2000                 2
              210             160.0                  2000                 2
              211             176.0                  2000                 2
              212             134.0                  2000                 2
              213             148.0                  2000                 2
              214             200.0                  2000                 2
              215             40.0                   2000                 2
              216            128.0                   2000                 6
              217             88.0                   2000                 2
              218             308.0                  2000                 2
              219             303.0                  2000                 2
              220             333.0                  2000                 2
              221             258.0                  2000                 2
              222             320.0                  2000                 2
              223             247.0                  2000                 2
              224             352.0                  2000                 2
              225             216.0                  2000                 2
              226             602.0                  2000                 2
              227             632.0                  2000                 2
              228             483.5                  2000                 2
              229             481.0                  2000                 2
              230             164.0                  2000                 2
              231            235.0                   2000                 8
              232             448.0                  2000                 1
              233             560.0                  2000                 1
              234             503.0                  2000                 1
              235             503.0                  2000                 1
              236             508.6                  2000                 1
              237             491.5                  2000                 1
              238             236.4                  2000                 1
              239             242.3                  2000                 1
              240             326.0                  2000                 1
              241             148.0                  2000                 2
              242             399.7                  2000                 2
              243             393.0                  2000                 2
              244             171.0                  2000                 2
              245             324.0                  2000                 1
              246             58.0                   2000                 2
              247             400.0                  2000                 2
              248             400.0                  2000                 2
              249             400.0                  2000                 2
              250             400.0                  2000                 2
              251             69.0                   2000                 2
              252             115.5                  2000                 1
              253             111.7                  2000                 1
              254             224.0                  2000                 1
              255             224.0                  2000                 1
              256             294.0                  2000                 2
              257             355.0                  2000                 2
              258             207.0                  2000                 2
              259             300.0                  2000                 1
              260             121.0                  2000                 1
              261             166.5                  2000                 1
              262             130.0                  2000                 1
              263             216.0                  2000                 1
              264             200.0                  2000                 1
              265             233.0                  2000                 1
              266             410.0                  2000                 2
              267             360.0                  2000                 2
              268             106.0                  2000                 1
              269             371.0                  2000                 2
              270             425.0                  2000                 1
              271             215.0                  2000                 1
              272             202.0                  2000                 1
              273             230.0                  2000                 1
              274             248.0                  2000                 1
              275             190.8                  2000                 1
              276             293.8                  2000                 1
              277             123.0                  2000                 1
              278             126.0                  2000                 1
              279            106.5                   2000                 5
              280             81.0                   2000                 1
              281             81.0                   2000                 1
              282             58.0                   2000                 2
              283             58.0                   2000                 1
              284             58.0                   2000                 1
              285             58.0                   2000                 2
              286             390.0                  2000                 1
              287             427.0                  2000                 1
              288             310.0                  2000                 2
              289             214.0                  2000                 2
              290             160.0                  2000                 2
              291             176.0                  2000                 2
              292             134.0                  2000                 2
              293             148.0                  2000                 2
              294             200.0                  2000                 2
              295             40.0                   2000                 2
              296             128.0                   2000                 6
              297             88.0                   2000                 2
              298             308.0                  2000                 2
              299             303.0                  2000                 2
              300             333.0                  2000                 2
