1	50,4	7,5	1		0,014		3600
2	50,4	7,5	1		0,014		3600
3	50,4	7,5	1		0,014		3600
4	50,4	7,5	1		0,014		3600
5	50,4	7,5	1		0,014		3600
6	50,4	7,5	1		0,014		3600
7	50,4	7,5	1		0,014		3600
8	50,4	7,5	1		0,014		3600
9	50,4	7,5	1		0,014		3600
10	50,4	7,5	1		0,014		3600
11	50,4	7,5	1		0,014		3600
12	50,4	7,5	1		0,014		3600
13	2592	20	1		0,72		3600
14	50,4	7,5	1		0,014		3600
15	2592	20	1		0,72		3600
16	50,4	7,5	1		0,014		3600
17	50,4	7,5	1		0,014		3600
18	2592	20	2		0,72		3600
19	2592	20	1		0,72		3600
20	50,4	7,5	1		0,014		3600
21	2592	20	1		0,72		3600
22	2592	20	1		0,72		3600
23	2592	20	1		0,72		3600
24	2592	20	1		0,72		3600
25	2592	20	1		0,72		3600
26	2592	20	1		0,72		3600
27	2592	20	2		0,72		3600
28	2592	20	1		0,72		3600
29	2592	20	1		0,72		3600
30	2592	20	1		0,72		3600
31	2592	20	1		0,72		3600
32	2592	20	1		0,72		3600
33	2592	20	2		0,72		3600
34	2592	20	2		0,72		3600
35	50,4	7,5	1		0,014		3600
36	2592	20	1		0,72		3600
37	2592	20	1		0,72		3600
38	2592	20	2		0,72		3600
39	2592	20	1		0,72		3600
40	2592	20	1		0,72		3600
41	50,4	7,5	1		0,014		3600
42	2592	20	1		0,72		3600
43	2592	20	1		0,72		3600
44	2592	20	1		0,72		3600
45	2592	20	2		0,72		3600
46	2592	20	2		0,72		3600
47	2592	20	1		0,72		3600
48	2592	20	1		0,72		3600
49	2592	20	1		0,72		3600
50	2592	20	1		0,72		3600
51	2592	20	2		0,72		3600
52	2592	20	1		0,72		3600
53	2592	20	1		0,72		3600
54	2592	20	1		0,72		3600
55	2592	20	1		0,72		3600
56	2592	20	1		0,72		3600
57	2592	20	1		0,72		3600
58	2592	20	1		0,72		3600
59	2592	20	1		0,72		3600
60	2592	20	1		0,72		3600
61	2592	20	1		0,72		3600
62	2592	20	1		0,72		3600
63	2592	20	1		0,72		3600
64	2592	20	1		0,72		3600
65	2592	20	1		0,72		3600
66	2592	20	1		0,72		3600
67	2592	20	1		0,72		3600
68	2592	20	1		0,72		3600
69	2592	20	1		0,72		3600
70	2592	20	1		0,72		3600
71	2592	20	1		0,72		3600
72	2592	20	1		0,72		3600
73	2592	20	1		0,72		3600
74	2592	20	1		0,72		3600
75	2592	20	2		0,72		3600
76	2592	20	1		0,72		3600
77	2592	20	1		0,72		3600
78	2592	20	1		0,72		3600
79	2592	20	1		0,72		3600
80	2592	20	1		0,72		3600
81	2592	20	1		0,72		3600
82	2592	20	1		0,72		3600
83	2592	20	1		0,72		3600
84	2592	20	1		0,72		3600
85	2592	20	1		0,72		3600
86	2592	20	1		0,72		3600
87	2592	20	1		0,72		3600
88	2592	20	1		0,72		3600
89	2592	20	1		0,72		3600
90	2592	20	1		0,72		3600
91	2592	20	1		0,72		3600
92	2592	20	1		0,72		3600
93	2592	20	1		0,72		3600
94	2592	20	1		0,72		3600
95	2592	20	1		0,72		3600
96	2592	20	2		0,72		3600
97	2592	20	1		0,72		3600
98	2592	20	1		0,72		3600
99	2592	20	1		0,72		3600
100	2592	20	1		0,72		3600
101	2592	20	1		0,72		3600
102	2592	20	1		0,72		3600
103	2592	20	1		0,72		3600
104	2592	20	1		0,72		3600
105	2592	20	2		0,72		3600
106	2592	20	1		0,72		3600
107	2592	20	1		0,72		3600
108	2592	20	1		0,72		3600
109	2592	20	2		0,72		3600
110	2592	20	1		0,72		3600
111	2592	20	1		0,72		3600
112	2592	20	1		0,72		3600
113	2592	20	1		0,72		3600
114	2592	20	1		0,72		3600
115	2592	20	1		0,72		3600
116	2592	20	1		0,72		3600
117	2592	20	1		0,72		3600
118	2592	20	1		0,72		3600
119	2592	20	1		0,72		3600
120	2592	20	1		0,72		3600
121	2592	20	1		0,72		3600
122	2592	20	1		0,72		3600
123	2592	20	1		0,72		3600
124	2592	20	2		0,72		3600
125	2592	20	1		0,72		3600
126	2592	20	1		0,72		3600
127	2592	20	1		0,72		3600
128	2592	20	1		0,72		3600
129	2592	20	1		0,72		3600
130	2592	20	1		0,72		3600
131	2592	20	1		0,72		3600
132	2592	20	1		0,72		3600
133	2592	20	1		0,72		3600
134	2592	20	1		0,72		3600
135	2592	20	1		0,72		3600
136	2592	20	1		0,72		3600
137	2592	20	1		0,72		3600
138	2592	20	1		0,72		3600
139	2592	20	1		0,72		3600
140	2592	20	1		0,72		3600
141	2592	20	1		0,72		3600
142	2592	20	2		0,72		3600
143	2592	20	2		0,72		3600
144	2592	20	1		0,72		3600
145	2592	20	1		0,72		3600
146	2592	20	1		0,72		3600
147	2592	20	1		0,72		3600
148	2592	20	1		0,72		3600
149	2592	20	1		0,72		3600
150	2592	20	1		0,72		3600
151	2592	20	1		0,72		3600
152	2592	20	2		0,72		3600
153	2592	20	1		0,72		3600
154	2592	20	1		0,72		3600
155	2592	20	1		0,72		3600
156	2592	20	1		0,72		3600
157	2592	20	1		0,72		3600
158	2592	20	1		0,72		3600
159	2592	20	1		0,72		3600
160	2592	20	1		0,72		3600
161	2592	20	1		0,72		3600
162	2592	20	1		0,72		3600
163	2592	20	1		0,72		3600
164	50,4	7,5	1		0,014		3600
165	2592	20	1		0,72		3600
166	2592	20	1		0,72		3600
167	2592	20	1		0,72		3600
168	2592	20	1		0,72		3600
169	2592	20	1		0,72		3600
170	2592	20	1		0,72		3600
171	2592	20	1		0,72		3600
172	2592	20	1		0,72		3600
173	2592	20	1		0,72		3600
174	2592	20	1		0,72		3600
175	2592	20	2		0,72		3600
176	2592	20	2		0,72		3600
177	2592	20	2		0,72		3600
178	2592	20	1		0,72		3600
179	2592	20	1		0,72		3600
180	2592	20	1		0,72		3600
181	2592	20	1		0,72		3600
182	2592	20	1		0,72		3600
183	2592	20	1		0,72		3600
184	2592	20	1		0,72		3600
185	2592	20	2		0,72		3600
186	2592	20	1		0,72		3600
187	2592	20	1		0,72		3600
188	2592	20	1		0,72		3600
189	2592	20	1		0,72		3600
190	2592	20	2		0,72		3600
191	2592	20	2		0,72		3600
192	2592	20	1		0,72		3600
193	2592	20	1		0,72		3600
194	2592	20	2		0,72		3600
195	2592	20	1		0,72		3600
196	2592	20	1		0,72		3600
197	2592	20	1		0,72		3600
198	2592	20	2		0,72		3600
199	2592	20	1		0,72		3600
200	2592	20	1		0,72		3600
201	2592	20	1		0,72		3600
202	2592	20	2		0,72		3600
203	2592	20	1		0,72		3600
204	2592	20	1		0,72		3600
205	2592	20	2		0,72		3600
206	2592	20	2		0,72		3600
207	2592	20	1		0,72		3600
208	2592	20	1		0,72		3600
209	2592	20	1		0,72		3600
210	2592	20	2		0,72		3600
211	2592	20	1		0,72		3600
212	2592	20	1		0,72		3600
213	2592	20	2		0,72		3600
214	2592	20	1		0,72		3600
215	2592	20	2		0,72		3600
216	2592	20	1		0,72		3600
217	2592	20	2		0,72		3600
218	2592	20	2		0,72		3600
219	2592	20	1		0,72		3600
220	2592	20	2		0,72		3600
221	2592	20	1		0,72		3600
222	2592	20	2		0,72		3600
223	2592	20	1		0,72		3600
224	2592	20	1		0,72		3600
225	2592	20	2		0,72		3600
226	2592	20	1		0,72		3600
227	2592	20	1		0,72		3600
228	2592	20	1		0,72		3600
229	2592	20	2		0,72		3600
230	2592	20	2		0,72		3600
231	2592	20	1		0,72		3600
232	2592	20	2		0,72		3600
233	2592	20	2		0,72		3600
234	2592	20	1		0,72		3600
235	2592	20	1		0,72		3600
236	2592	20	1		0,72		3600
237	2592	20	1		0,72		3600
238	2592	20	1		0,72		3600
239	2592	20	2		0,72		3600
240	2592	20	1		0,72		3600
241	2592	20	1		0,72		3600
242	2592	20	1		0,72		3600
243	2592	20	2		0,72		3600
244	2592	20	1		0,72		3600
245	2592	20	1		0,72		3600
246	2592	20	1		0,72		3600
247	2592	20	1		0,72		3600
248	2592	20	1		0,72		3600
249	2592	20	2		0,72		3600
250	2592	20	1		0,72		3600
251	2592	20	1		0,72		3600
252	2592	20	2		0,72		3600
253	2592	20	1		0,72		3600
254	2592	20	1		0,72		3600
255	2592	20	1		0,72		3600
256	2592	20	1		0,72		3600
257	2592	20	2		0,72		3600
258	2592	20	1		0,72		3600
259	2592	20	1		0,72		3600
260	2592	20	1		0,72		3600
261	2592	20	1		0,72		3600
262	2592	20	1		0,72		3600
263	2592	20	1		0,72		3600
264	2592	20	1		0,72		3600
265	2592	20	1		0,72		3600
266	2592	20	2		0,72		3600
267	2592	20	1		0,72		3600
268	2592	20	1		0,72		3600
269	2592	20	1		0,72		3600
270	2592	20	1		0,72		3600
271	2592	20	2		0,72		3600
272	2592	20	2		0,72		3600
273	2592	20	2		0,72		3600
274	2592	20	2		0,72		3600
275	2592	20	1		0,72		3600
276	2592	20	1		0,72		3600
277	2592	20	2		0,72		3600
278	2592	20	2		0,72		3600
279	2592	20	2		0,72		3600
280	2592	20	2		0,72		3600
281	2592	20	2		0,72		3600
282	2592	20	1		0,72		3600
283	2592	20	1		0,72		3600
284	2592	20	1		0,72		3600
285	2592	20	1		0,72		3600
286	2592	20	1		0,72		3600
287	2592	20	1		0,72		3600
288	2592	20	1		0,72		3600
289	2592	20	1		0,72		3600
290	2592	20	1		0,72		3600
291	2592	20	1		0,72		3600
292	2592	20	2		0,72		3600
293	2592	20	2		0,72		3600
294	2592	20	1		0,72		3600
295	2592	20	2		0,72		3600
296	2592	20	2		0,72		3600
297	2592	20	2		0,72		3600
298	2592	20	2		0,72		3600
299	2592	20	1		0,72		3600
300	2592	20	1		0,72		3600
301	2592	20	1		0,72		3600
302	2592	20	2		0,72		3600
303	2592	20	1		0,72		3600
304	2592	20	1		0,72		3600
305	2592	20	2		0,72		3600
306	2592	20	1		0,72		3600
307	2592	20	1		0,72		3600
308	2592	20	1		0,72		3600
309	2592	20	2		0,72		3600
310	2592	20	2		0,72		3600
311	2592	20	1		0,72		3600
312	2592	20	1		0,72		3600
313	2592	20	1		0,72		3600
314	2592	20	1		0,72		3600
315	2592	20	1		0,72		3600
316	2592	20	1		0,72		3600
317	2592	20	1		0,72		3600
318	2592	20	1		0,72		3600
319	2592	20	2		0,72		3600
320	2592	20	1		0,72		3600
321	2592	20	1		0,72		3600
322	2592	20	1		0,72		3600
323	2592	20	1		0,72		3600
324	2592	20	1		0,72		3600
325	2592	20	1		0,72		3600
326	2592	20	1		0,72		3600
327	2592	20	1		0,72		3600
328	2592	20	1		0,72		3600
329	2592	20	1		0,72		3600
330	2592	20	2		0,72		3600
331	2592	20	1		0,72		3600
332	2592	20	2		0,72		3600
333	2592	20	1		0,72		3600
334	2592	20	1		0,72		3600
335	2592	20	1		0,72		3600
336	2592	20	1		0,72		3600
337	2592	20	1		0,72		3600
338	2592	20	1		0,72		3600
339	2592	20	1		0,72		3600
340	2592	20	1		0,72		3600
341	2592	20	2		0,72		3600
342	2592	20	1		0,72		3600
343	2592	20	2		0,72		3600
344	2592	20	1		0,72		3600
345	2592	20	2		0,72		3600
346	2592	20	1		0,72		3600
347	2592	20	2		0,72		3600
348	2592	20	1		0,72		3600
349	2592	20	2		0,72		3600
350	2592	20	1		0,72		3600
351	2592	20	2		0,72		3600
352	2592	20	1		0,72		3600
353	2592	20	1		0,72		3600
354	2592	20	1		0,72		3600
355	2592	20	1		0,72		3600
356	2592	20	1		0,72		3600
357	2592	20	1		0,72		3600
358	2592	20	1		0,72		3600
359	2592	20	1		0,72		3600
360	2592	20	1		0,72		3600
361	2592	20	1		0,72		3600
362	2592	20	1		0,72		3600
363	2592	20	1		0,72		3600
364	2592	20	1		0,72		3600
365	2592	20	1		0,72		3600
366	2592	20	1		0,72		3600
367	2592	20	1		0,72		3600
368	2592	20	1		0,72		3600
369	2592	20	1		0,72		3600
370	2592	20	1		0,72		3600
371	2592	20	2		0,72		3600
372	2592	20	1		0,72		3600
373	2592	20	1		0,72		3600
